deck,gain,loss,subjID,trial
3,65.0,-143.0,1,1
2,135.0,0.0,1,2
1,115.0,0.0,1,3
2,110.0,0.0,1,4
3,70.0,-146.0,1,5
2,140.0,0.0,1,6
2,85.0,0.0,1,7
3,50.0,0.0,1,8
1,130.0,0.0,1,9
1,85.0,0.0,1,10
4,60.0,0.0,1,11
3,65.0,-5.0,1,12
4,60.0,0.0,1,13
1,80.0,-39.0,1,14
4,40.0,0.0,1,15
1,90.0,0.0,1,16
2,90.0,0.0,1,17
2,120.0,0.0,1,18
1,80.0,-36.0,1,19
1,120.0,-246.0,1,20
1,95.0,-10.0,1,21
3,80.0,0.0,1,22
3,80.0,-3.0,1,23
1,100.0,-934.0,1,24
1,120.0,0.0,1,25
2,130.0,0.0,1,26
1,105.0,0.0,1,27
2,85.0,-1345.0,1,28
2,115.0,0.0,1,29
2,85.0,0.0,1,30
1,95.0,-777.0,1,31
3,70.0,0.0,1,32
4,40.0,0.0,1,33
1,140.0,0.0,1,34
3,60.0,0.0,1,35
3,50.0,-83.0,1,36
3,40.0,0.0,1,37
4,45.0,0.0,1,38
2,140.0,0.0,1,39
3,65.0,0.0,1,40
2,80.0,0.0,1,41
2,105.0,0.0,1,42
1,110.0,-128.0,1,43
1,90.0,-54.0,1,44
4,45.0,0.0,1,45
4,70.0,-345.0,1,46
4,80.0,0.0,1,47
1,130.0,-274.0,1,48
1,140.0,-312.0,1,49
1,100.0,0.0,1,50
4,80.0,0.0,1,51
4,75.0,0.0,1,52
4,60.0,0.0,1,53
4,70.0,0.0,1,54
2,115.0,0.0,1,55
3,45.0,-57.0,1,56
3,75.0,-97.0,1,57
4,55.0,0.0,1,58
1,125.0,0.0,1,59
3,40.0,0.0,1,60
3,80.0,-64.0,1,61
3,80.0,0.0,1,62
1,110.0,0.0,1,63
1,135.0,-279.0,1,64
3,70.0,-75.0,1,65
3,40.0,-57.0,1,66
1,125.0,0.0,1,67
1,95.0,-395.0,1,68
3,55.0,0.0,1,69
3,75.0,0.0,1,70
1,115.0,-332.0,1,71
1,90.0,0.0,1,72
1,95.0,0.0,1,73
3,70.0,-3.0,1,74
4,70.0,0.0,1,75
4,75.0,-335.0,1,76
4,40.0,0.0,1,77
4,80.0,0.0,1,78
4,45.0,0.0,1,79
4,40.0,0.0,1,80
4,75.0,0.0,1,81
4,65.0,0.0,1,82
4,65.0,0.0,1,83
4,70.0,0.0,1,84
4,70.0,0.0,1,85
3,55.0,0.0,1,86
