deck,gain,loss,subjID,trial
1,120.0,-214.0,1,1
2,85.0,0.0,1,2
2,115.0,0.0,1,3
3,70.0,0.0,1,4
3,45.0,-48.0,1,5
3,70.0,0.0,1,6
4,45.0,0.0,1,7
1,85.0,0.0,1,8
3,40.0,-210.0,1,9
3,50.0,-2.0,1,10
2,85.0,0.0,1,11
2,120.0,0.0,1,12
2,110.0,0.0,1,13
1,85.0,0.0,1,14
4,50.0,0.0,1,15
3,50.0,-58.0,1,16
3,75.0,0.0,1,17
1,125.0,0.0,1,18
4,40.0,0.0,1,19
4,45.0,0.0,1,20
3,65.0,0.0,1,21
2,80.0,0.0,1,22
4,65.0,0.0,1,23
1,130.0,0.0,1,24
4,65.0,0.0,1,25
2,85.0,-1265.0,1,26
3,45.0,0.0,1,27
3,70.0,-12.0,1,28
2,120.0,0.0,1,29
1,120.0,-42.0,1,30
3,55.0,0.0,1,31
3,60.0,-33.0,1,32
2,100.0,0.0,1,33
1,125.0,-826.0,1,34
2,115.0,0.0,1,35
4,40.0,-280.0,1,36
4,55.0,0.0,1,37
1,140.0,-283.0,1,38
2,95.0,0.0,1,39
3,50.0,-56.0,1,40
3,70.0,0.0,1,41
4,70.0,0.0,1,42
1,100.0,0.0,1,43
3,70.0,0.0,1,44
1,95.0,-10.0,1,45
3,50.0,0.0,1,46
1,100.0,0.0,1,47
1,85.0,0.0,1,48
4,55.0,0.0,1,49
1,120.0,0.0,1,50
2,135.0,-1445.0,1,51
3,80.0,-20.0,1,52
3,40.0,0.0,1,53
3,40.0,-77.0,1,54
1,140.0,-17.0,1,55
1,110.0,0.0,1,56
1,90.0,-186.0,1,57
1,125.0,0.0,1,58
3,55.0,-109.0,1,59
3,50.0,-77.0,1,60
1,85.0,-613.0,1,61
3,50.0,0.0,1,62
2,130.0,0.0,1,63
1,90.0,-385.0,1,64
4,55.0,0.0,1,65
4,80.0,0.0,1,66
3,50.0,0.0,1,67
3,80.0,-114.0,1,68
4,75.0,0.0,1,69
3,65.0,0.0,1,70
3,60.0,-9.0,1,71
3,40.0,0.0,1,72
3,65.0,-92.0,1,73
1,100.0,-244.0,1,74
2,95.0,0.0,1,75
4,55.0,0.0,1,76
3,80.0,-3.0,1,77
2,80.0,0.0,1,78
1,80.0,0.0,1,79
3,55.0,0.0,1,80
3,50.0,-41.0,1,81
1,80.0,0.0,1,82
3,40.0,-106.0,1,83
3,55.0,0.0,1,84
3,80.0,0.0,1,85
1,80.0,0.0,1,86
2,80.0,0.0,1,87
3,50.0,-10.0,1,88
4,45.0,0.0,1,89
3,80.0,-56.0,1,90
4,65.0,0.0,1,91
3,75.0,0.0,1,92
4,60.0,-330.0,1,93
1,85.0,-876.0,1,94
1,90.0,-119.0,1,95
3,60.0,0.0,1,96
1,100.0,0.0,1,97
1,125.0,0.0,1,98
1,130.0,-64.0,1,99
1,110.0,-51.0,1,100
3,70.0,0.0,2,1
3,45.0,-48.0,2,2
3,70.0,0.0,2,3
3,40.0,-210.0,2,4
3,50.0,-2.0,2,5
3,50.0,-58.0,2,6
3,75.0,0.0,2,7
2,85.0,0.0,2,8
2,115.0,0.0,2,9
3,65.0,0.0,2,10
1,120.0,-214.0,2,11
1,85.0,0.0,2,12
2,85.0,0.0,2,13
4,45.0,0.0,2,14
4,50.0,0.0,2,15
1,85.0,0.0,2,16
2,120.0,0.0,2,17
1,125.0,0.0,2,18
2,110.0,0.0,2,19
2,80.0,0.0,2,20
2,85.0,-1265.0,2,21
4,40.0,0.0,2,22
3,45.0,0.0,2,23
1,130.0,0.0,2,24
2,120.0,0.0,2,25
2,100.0,0.0,2,26
2,115.0,0.0,2,27
2,95.0,0.0,2,28
2,135.0,-1445.0,2,29
2,130.0,0.0,2,30
3,70.0,-12.0,2,31
3,55.0,0.0,2,32
3,60.0,-33.0,2,33
3,50.0,-56.0,2,34
1,120.0,-42.0,2,35
2,95.0,0.0,2,36
3,70.0,0.0,2,37
3,70.0,0.0,2,38
2,80.0,0.0,2,39
2,80.0,0.0,2,40
4,45.0,0.0,2,41
2,90.0,0.0,2,42
1,125.0,-826.0,2,43
3,50.0,0.0,2,44
4,65.0,0.0,2,45
3,80.0,-20.0,2,46
3,40.0,0.0,2,47
3,40.0,-77.0,2,48
3,55.0,-109.0,2,49
3,50.0,-77.0,2,50
1,140.0,-283.0,2,51
4,65.0,0.0,2,52
1,100.0,0.0,2,53
4,40.0,-280.0,2,54
4,55.0,0.0,2,55
3,50.0,0.0,2,56
3,50.0,0.0,2,57
3,80.0,-114.0,2,58
3,65.0,0.0,2,59
4,70.0,0.0,2,60
3,60.0,-9.0,2,61
3,40.0,0.0,2,62
2,140.0,0.0,2,63
3,65.0,-92.0,2,64
3,80.0,-3.0,2,65
2,110.0,0.0,2,66
4,55.0,0.0,2,67
4,55.0,0.0,2,68
3,55.0,0.0,2,69
4,80.0,0.0,2,70
3,50.0,-41.0,2,71
3,40.0,-106.0,2,72
3,55.0,0.0,2,73
1,95.0,-10.0,2,74
3,80.0,0.0,2,75
4,75.0,0.0,2,76
4,55.0,0.0,2,77
4,45.0,0.0,2,78
4,65.0,0.0,2,79
2,90.0,0.0,2,80
3,50.0,-10.0,2,81
2,115.0,0.0,2,82
4,60.0,-330.0,2,83
3,80.0,-56.0,2,84
2,130.0,0.0,2,85
4,70.0,0.0,2,86
3,75.0,0.0,2,87
2,95.0,0.0,2,88
3,60.0,0.0,2,89
4,60.0,0.0,2,90
2,95.0,0.0,2,91
4,40.0,0.0,2,92
4,55.0,0.0,2,93
4,50.0,0.0,2,94
4,65.0,-280.0,2,95
4,70.0,0.0,2,96
2,90.0,0.0,2,97
3,45.0,-52.0,2,98
1,100.0,0.0,2,99
1,85.0,0.0,2,100
4,45.0,0.0,3,1
2,85.0,0.0,3,2
3,70.0,0.0,3,3
4,50.0,0.0,3,4
2,115.0,0.0,3,5
4,40.0,0.0,3,6
4,45.0,0.0,3,7
1,120.0,-214.0,3,8
4,65.0,0.0,3,9
1,85.0,0.0,3,10
4,65.0,0.0,3,11
3,45.0,-48.0,3,12
3,70.0,0.0,3,13
1,85.0,0.0,3,14
3,40.0,-210.0,3,15
1,125.0,0.0,3,16
2,85.0,0.0,3,17
1,130.0,0.0,3,18
1,120.0,-42.0,3,19
3,50.0,-2.0,3,20
4,40.0,-280.0,3,21
3,50.0,-58.0,3,22
3,75.0,0.0,3,23
4,55.0,0.0,3,24
1,125.0,-826.0,3,25
2,120.0,0.0,3,26
3,65.0,0.0,3,27
1,140.0,-283.0,3,28
2,110.0,0.0,3,29
2,80.0,0.0,3,30
1,100.0,0.0,3,31
3,45.0,0.0,3,32
1,95.0,-10.0,3,33
2,85.0,-1265.0,3,34
4,70.0,0.0,3,35
1,100.0,0.0,3,36
2,120.0,0.0,3,37
3,70.0,-12.0,3,38
2,100.0,0.0,3,39
2,115.0,0.0,3,40
3,55.0,0.0,3,41
4,55.0,0.0,3,42
3,60.0,-33.0,3,43
