deck,gain,loss,subjID,trial
1,130.0,-663.0,1,1
2,100.0,0.0,1,2
3,55.0,-45.0,1,3
2,140.0,0.0,1,4
2,130.0,0.0,1,5
1,140.0,-52.0,1,6
2,130.0,-1405.0,1,7
4,45.0,-300.0,1,8
2,105.0,0.0,1,9
4,70.0,0.0,1,10
4,60.0,0.0,1,11
1,90.0,-109.0,1,12
3,60.0,0.0,1,13
3,60.0,0.0,1,14
2,90.0,0.0,1,15
2,125.0,0.0,1,16
4,40.0,0.0,1,17
3,60.0,-62.0,1,18
3,70.0,0.0,1,19
3,40.0,-69.0,1,20
1,125.0,0.0,1,21
1,140.0,0.0,1,22
1,110.0,0.0,1,23
1,100.0,0.0,1,24
2,120.0,0.0,1,25
1,95.0,-2.0,1,26
3,80.0,-114.0,1,27
2,100.0,0.0,1,28
2,115.0,0.0,1,29
2,85.0,0.0,1,30
2,100.0,0.0,1,31
2,85.0,0.0,1,32
2,95.0,0.0,1,33
1,95.0,-579.0,1,34
1,130.0,0.0,1,35
1,105.0,-432.0,1,36
4,50.0,0.0,1,37
2,100.0,-1430.0,1,38
4,45.0,0.0,1,39
4,45.0,0.0,1,40
2,95.0,0.0,1,41
2,125.0,0.0,1,42
2,110.0,0.0,1,43
4,70.0,0.0,1,44
4,80.0,0.0,1,45
4,45.0,0.0,1,46
3,55.0,0.0,1,47
3,45.0,0.0,1,48
2,125.0,0.0,1,49
2,110.0,0.0,1,50
2,100.0,0.0,1,51
2,80.0,0.0,1,52
3,60.0,-45.0,1,53
2,115.0,0.0,1,54
2,85.0,0.0,1,55
2,90.0,0.0,1,56
2,115.0,-1545.0,1,57
1,130.0,-339.0,1,58
2,110.0,0.0,1,59
3,60.0,-2.0,1,60
3,55.0,0.0,1,61
3,45.0,-95.0,1,62
3,55.0,-98.0,1,63
2,110.0,0.0,1,64
2,85.0,0.0,1,65
2,105.0,0.0,1,66
4,40.0,0.0,1,67
2,110.0,0.0,1,68
1,80.0,0.0,1,69
2,105.0,-1845.0,1,70
1,80.0,0.0,1,71
3,55.0,0.0,1,72
1,130.0,0.0,1,73
2,95.0,0.0,1,74
2,140.0,0.0,1,75
1,90.0,-122.0,1,76
1,85.0,0.0,1,77
1,105.0,-183.0,1,78
1,140.0,0.0,1,79
1,130.0,-399.0,1,80
4,80.0,0.0,1,81
2,115.0,0.0,1,82
2,90.0,0.0,1,83
4,75.0,0.0,1,84
4,70.0,0.0,1,85
4,40.0,0.0,1,86
3,40.0,-1.0,1,87
4,75.0,0.0,1,88
4,50.0,0.0,1,89
1,120.0,-580.0,1,90
2,110.0,0.0,1,91
2,115.0,0.0,1,92
1,140.0,0.0,1,93
3,75.0,0.0,1,94
2,140.0,0.0,1,95
2,125.0,0.0,1,96
3,60.0,0.0,1,97
1,135.0,0.0,1,98
1,115.0,-349.0,1,99
1,120.0,-65.0,1,100
1,130.0,-663.0,2,1
1,140.0,-52.0,2,2
3,55.0,-45.0,2,3
1,90.0,-109.0,2,4
2,100.0,0.0,2,5
2,140.0,0.0,2,6
3,60.0,0.0,2,7
4,45.0,-300.0,2,8
3,60.0,0.0,2,9
1,125.0,0.0,2,10
3,60.0,-62.0,2,11
4,70.0,0.0,2,12
1,140.0,0.0,2,13
1,110.0,0.0,2,14
3,70.0,0.0,2,15
4,60.0,0.0,2,16
4,40.0,0.0,2,17
3,40.0,-69.0,2,18
4,50.0,0.0,2,19
2,130.0,0.0,2,20
2,130.0,-1405.0,2,21
4,45.0,0.0,2,22
1,100.0,0.0,2,23
1,95.0,-2.0,2,24
2,105.0,0.0,2,25
2,90.0,0.0,2,26
1,95.0,-579.0,2,27
3,80.0,-114.0,2,28
1,130.0,0.0,2,29
4,45.0,0.0,2,30
4,70.0,0.0,2,31
4,80.0,0.0,2,32
2,125.0,0.0,2,33
4,45.0,0.0,2,34
2,120.0,0.0,2,35
4,40.0,0.0,2,36
2,100.0,0.0,2,37
3,55.0,0.0,2,38
4,80.0,0.0,2,39
2,115.0,0.0,2,40
4,75.0,0.0,2,41
2,85.0,0.0,2,42
1,105.0,-432.0,2,43
3,45.0,0.0,2,44
3,60.0,-45.0,2,45
2,100.0,0.0,2,46
2,85.0,0.0,2,47
1,130.0,-339.0,2,48
4,70.0,0.0,2,49
