deck,gain,loss,subjID,trial
4,45.0,-300.0,1,1
3,55.0,-45.0,1,2
3,60.0,0.0,1,3
3,60.0,0.0,1,4
3,60.0,-62.0,1,5
3,70.0,0.0,1,6
3,40.0,-69.0,1,7
3,80.0,-114.0,1,8
4,70.0,0.0,1,9
4,60.0,0.0,1,10
4,40.0,0.0,1,11
4,50.0,0.0,1,12
4,45.0,0.0,1,13
4,45.0,0.0,1,14
4,70.0,0.0,1,15
4,80.0,0.0,1,16
4,45.0,0.0,1,17
4,40.0,0.0,1,18
4,80.0,0.0,1,19
4,75.0,0.0,1,20
4,70.0,0.0,1,21
4,40.0,0.0,1,22
4,75.0,0.0,1,23
4,50.0,0.0,1,24
4,55.0,0.0,1,25
4,80.0,-360.0,1,26
2,100.0,0.0,1,27
2,140.0,0.0,1,28
2,130.0,0.0,1,29
2,130.0,-1405.0,1,30
2,105.0,0.0,1,31
2,90.0,0.0,1,32
2,125.0,0.0,1,33
2,120.0,0.0,1,34
2,100.0,0.0,1,35
2,115.0,0.0,1,36
2,85.0,0.0,1,37
2,100.0,0.0,1,38
2,85.0,0.0,1,39
2,95.0,0.0,1,40
2,100.0,-1430.0,1,41
4,70.0,0.0,1,42
4,80.0,0.0,1,43
4,80.0,-380.0,1,44
2,95.0,0.0,1,45
2,125.0,0.0,1,46
2,110.0,0.0,1,47
2,125.0,0.0,1,48
2,110.0,0.0,1,49
2,100.0,0.0,1,50
2,80.0,0.0,1,51
2,115.0,0.0,1,52
2,85.0,0.0,1,53
2,90.0,0.0,1,54
2,115.0,-1545.0,1,55
4,65.0,0.0,1,56
4,80.0,0.0,1,57
2,110.0,0.0,1,58
4,65.0,0.0,1,59
4,50.0,0.0,1,60
4,60.0,0.0,1,61
4,80.0,0.0,1,62
4,80.0,0.0,1,63
4,40.0,0.0,1,64
4,50.0,-245.0,1,65
2,110.0,0.0,1,66
2,85.0,0.0,1,67
2,105.0,0.0,1,68
2,110.0,0.0,1,69
2,105.0,-1845.0,1,70
4,55.0,0.0,1,71
4,70.0,0.0,1,72
4,60.0,0.0,1,73
4,70.0,0.0,1,74
4,40.0,0.0,1,75
4,75.0,0.0,1,76
4,60.0,0.0,1,77
4,45.0,0.0,1,78
4,45.0,0.0,1,79
4,65.0,0.0,1,80
4,65.0,-280.0,1,81
2,95.0,0.0,1,82
2,140.0,0.0,1,83
2,115.0,0.0,1,84
2,90.0,0.0,1,85
2,110.0,0.0,1,86
2,115.0,0.0,1,87
2,140.0,0.0,1,88
2,125.0,0.0,1,89
2,130.0,0.0,1,90
2,95.0,0.0,1,91
2,115.0,0.0,1,92
2,90.0,0.0,1,93
2,115.0,0.0,1,94
2,120.0,0.0,1,95
2,110.0,0.0,1,96
2,135.0,0.0,1,97
2,135.0,-2025.0,1,98
4,75.0,0.0,1,99
4,60.0,0.0,1,100
3,55.0,-45.0,2,1
2,100.0,0.0,2,2
2,140.0,0.0,2,3
2,130.0,0.0,2,4
2,130.0,-1405.0,2,5
3,60.0,0.0,2,6
2,105.0,0.0,2,7
2,90.0,0.0,2,8
2,125.0,0.0,2,9
2,120.0,0.0,2,10
2,100.0,0.0,2,11
2,115.0,0.0,2,12
2,85.0,0.0,2,13
2,100.0,0.0,2,14
2,85.0,0.0,2,15
2,95.0,0.0,2,16
2,100.0,-1430.0,2,17
2,95.0,0.0,2,18
2,125.0,0.0,2,19
2,110.0,0.0,2,20
2,125.0,0.0,2,21
2,110.0,0.0,2,22
2,100.0,0.0,2,23
2,80.0,0.0,2,24
2,115.0,0.0,2,25
2,85.0,0.0,2,26
2,90.0,0.0,2,27
2,115.0,-1545.0,2,28
2,110.0,0.0,2,29
2,110.0,0.0,2,30
2,85.0,0.0,2,31
2,105.0,0.0,2,32
2,110.0,0.0,2,33
2,105.0,-1845.0,2,34
2,95.0,0.0,2,35
2,140.0,0.0,2,36
2,115.0,0.0,2,37
2,90.0,0.0,2,38
2,110.0,0.0,2,39
2,115.0,0.0,2,40
2,140.0,0.0,2,41
2,125.0,0.0,2,42
2,130.0,0.0,2,43
2,95.0,0.0,2,44
2,115.0,0.0,2,45
2,90.0,0.0,2,46
2,115.0,0.0,2,47
2,120.0,0.0,2,48
2,110.0,0.0,2,49
2,135.0,0.0,2,50
2,135.0,-2025.0,2,51
2,130.0,0.0,2,52
2,130.0,0.0,2,53
2,125.0,0.0,2,54
2,80.0,0.0,2,55
2,135.0,0.0,2,56
2,105.0,0.0,2,57
2,130.0,0.0,2,58
2,125.0,0.0,2,59
2,140.0,-2160.0,2,60
2,105.0,0.0,2,61
2,85.0,0.0,2,62
3,60.0,0.0,2,63
3,60.0,-62.0,2,64
1,130.0,-663.0,2,65
3,70.0,0.0,2,66
3,40.0,-69.0,2,67
4,45.0,-300.0,2,68
3,80.0,-114.0,2,69
1,140.0,-52.0,2,70
1,90.0,-109.0,2,71
3,55.0,0.0,2,72
3,45.0,0.0,2,73
3,60.0,-45.0,2,74
3,60.0,-2.0,2,75
3,55.0,0.0,2,76
3,45.0,-95.0,2,77
4,70.0,0.0,2,78
3,55.0,-98.0,2,79
3,55.0,0.0,2,80
3,40.0,-1.0,2,81
3,75.0,0.0,2,82
3,60.0,0.0,2,83
3,70.0,-104.0,2,84
3,60.0,0.0,2,85
3,45.0,-82.0,2,86
3,75.0,0.0,2,87
3,80.0,0.0,2,88
3,50.0,0.0,2,89
3,75.0,0.0,2,90
3,70.0,-141.0,2,91
3,80.0,-31.0,2,92
3,40.0,-20.0,2,93
3,65.0,-46.0,2,94
3,40.0,0.0,2,95
3,45.0,-152.0,2,96
3,40.0,-18.0,2,97
3,65.0,0.0,2,98
3,45.0,0.0,2,99
